序號,日期,合計水量,支援第一區處水量,支援第十二區處水量
68,3月9日,927171,144871,782300
69,3月10日,921088,142515,778573
70,3月11日,933551,149606,783945
71,3月12日,926440,162708,763732
72,3月13日,925377,161201,764176
73,3月14日,913436,144750,768686
74,3月15日,931997,148221,783776
75,3月16日,924423,150270,774153
76,3月17日,944513,165663,778850
77,3月18日,933545,167607,765938
78,3月19日,913381,163577,749804
79,3月20日,934133,165753,768380
80,3月21日,947546,169466,778080
81,3月22日,950868,170332,780536
82,3月23日,952540,169782,782758
83,3月24日,935033,166957,768076
84,3月25日,916096,163485,752611
85,3月26日,902742,154798,747944
86,3月27日,888495,142432,746063
87,3月28日,887440,140626,746814
88,3月29日,910474,146710,763764
89,3月30日,896885,145464,751421
90,3月31日,899717,145985,753732
91,4月1日,886122,143432,742690
92,4月2日,865121,142787,722334
93,4月3日,866847,143082,723765
94,4月4日,875967,144315,731652
95,4月5日,902440,144972,757468
96,4月6日,909141,144164,764977
97,4月7日,894264,141576,752688
98,4月8日,901056,140872,760184
99,4月9日,905552,146018,759534
100,4月10日,916832,148065,768767
101,4月11日,925961,147353,778608
102,4月12日,920526,146046,774480
103,4月13日,923600,152988,770612
104,4月14日,918177,152773,765404
105,4月15日,897721,147941,749780
106,4月16日,900581,148901,751680
107,4月17日,924749,160282,764467
108,4月18日,937852,171950,765902
109,4月19日,932973,164781,768192
110,4月20日,866775,157655,709120
111,4月21日,807801,146985,660816
112,4月22日,817326,148322,669004
113,4月23日,810508,146851,663657
114,4月24日,798031,145853,652178
115,4月25日,791851,142283,649568
116,4月26日,792324,142470,649854
117,4月27日,773691,117995,655696
118,4月28日,776214,112266,663948
119,4月29日,780583,113133,667450
120,4月30日,791857,111087,680770
121,5月1日,811456,114788,696668
122,5月2日,825913,115990,709923
123,5月3日,837600,115500,722100
124,5月4日,848328,114520,733808
125,5月5日,844346,115755,728591
126,5月6日,842855,116479,726376
127,5月7日,844695,114391,730304
128,5月8日,826328,113287,713041
129,5月9日,833350,113158,720192
130,5月10日,842263,110961,731302
131,5月11日,847937,112723,735214
132,5月12日,840987,113643,727344
133,5月13日,831428,112302,719126
134,5月14日,844571,113721,730850
135,5月15日,839037,113491,725546
136,5月16日,850935,114117,736818
137,5月17日,847744,115420,732324
138,5月18日,847916,115247,732669
139,5月19日,815054,110630,704424
140,5月20日,791812,112216,679596
141,5月21日,800946,119208,681738
142,5月22日,812398,118255,694143
143,5月23日,831580,112625,718955
144,5月24日,838670,115308,723362
145,5月25日,836240,116440,719800
146,5月26日,839830,112964,726866
147,5月27日,842993,114299,728694
148,5月28日,756606,116002,640604
149,5月29日,852859,118295,734564
150,5月30日,844861,116798,728063
151,5月31日,837597,118087,719510
152,6月1日,773309,117503,655806
153,6月2日,754952,112870,642082
154,6月3日,772169,115433,656736
155,6月4日,728133,117173,610960
156,6月5日,707624,119608,588016
157,6月6日,707361,114789,592572
158,6月7日,680299,117131,563168
159,6月8日,713380,116472,596908
160,6月9日,705947,121678,584269
161,6月10日,701515,119793,581722
162,6月11日,698890,117222,581668
163,6月12日,668941,112485,556456
164,6月13日,656601,113361,543240
165,6月14日,668213,120801,547412
166,6月15日,624756,114554,510202
167,6月16日,622765,114885,507880
168,6月17日,618928,113968,504960
169,6月18日,631285,116389,514896
170,6月19日,620245,114376,505869
171,6月20日,625655,116961,508694
172,6月21日,611381,116058,495323
173,6月22日,597792,115622,482170
174,6月23日,577656,113993,463663
175,6月24日,577390,114066,463324
176,6月25日,600308,118570,481738
177,6月26日,615854,122036,493818
178,6月27日,628035,117563,510472
179,6月28日,620872,117059,503813
180,6月29日,603036,124496,478540
181,6月30日,570101,120872,449229
182,7月1日,553053,119597,433456
183,7月2日,591913,118729,473184
184,7月3日,673233,119208,554025
185,7月4日,684398,120603,563795
186,7月5日,675807,121703,554104
187,7月6日,673800,122700,551100
188,7月7日,668991,120969,548022
189,7月8日,671952,126386,545566
190,7月9日,654803,126171,528632
191,7月10日,673064,132852,540212
192,7月11日,645916,143280,502636
193,7月12日,645585,145701,499884
194,7月13日,639883,146434,493449
195,7月14日,651536,160827,490709
196,7月15日,666077,176545,489532
197,7月16日,661339,174675,486664
198,7月17日,657540,170563,486977
199,7月18日,663578,168466,495112
200,7月19日,666967,170809,496158
201,7月20日,664838,169984,494854
202,7月21日,636493,149001,487492
203,7月22日,643581,148874,494707
204,7月23日,647357,152277,495080
205,7月24日,646921,148455,498466
206,7月25日,639103,147662,491441
207,7月26日,638403,145269,493134
208,7月27日,632239,146236,486003
209,7月28日,643719,146843,496876
210,7月29日,648425,147545,500880
211,7月30日,634390,153686,480704
212,7月31日,613167,145949,467218
213,8月1日,584908,145322,439586
214,8月2日,542860,143892,398968
215,8月3日,531855,140931,390924
216,8月4日,538840,133840,405000
217,8月5日,563216,146856,416360
218,8月6日,568103,147779,420324
219,8月7日,568028,149521,418507
220,8月8日,573729,148443,425286
221,8月9日,570400,149173,421227
222,8月10日,533287,146295,386992
223,8月11日,519765,145717,374048
224,8月12日,520740,145474,375266
225,8月13日,557778,147167,410611
226,8月14日,565267,146547,418720
227,8月15日,565768,149758,416010
228,8月16日,560373,148228,412145
229,8月17日,598124,145896,452228
230,8月18日,634215,144657,489558
231,8月19日,668733,146611,522122
232,8月20日,624541,145830,478711
233,8月21日,587031,146161,440870
234,8月22日,549973,130863,419110
235,8月23日,538906,117994,420912
236,8月24日,534684,119268,415416
237,8月25日,525553,117481,408072
238,8月26日,531002,121246,409756
239,8月27日,527599,119595,408004
240,8月28日,529537,120343,409194
241,8月29日,531450,120210,411240
242,8月30日,532114,118340,413774
243,8月31日,548911,115433,433478
244,9月1日,587689,114137,473552
245,9月2日,633350,116366,516984
246,9月3日,573074,116478,456596
247,9月4日,527723,116650,411073
248,9月5日,525263,112123,413140
249,9月6日,533868,115518,418350
250,9月7日,521347,115271,406076
251,9月8日,519619,114509,405110
252,9月9日,530318,116875,413443
253,9月10日,530499,120581,409918
254,9月11日,528630,120104,408526
255,9月12日,528069,121952,406117
256,9月13日,534032,120154,413878
257,9月14日,537220,120980,416240
258,9月15日,532679,115422,417257
259,9月16日,528187,118516,409671
260,9月17日,532775,120209,412566
261,9月18日,536415,121329,415086
262,9月19日,541375,122386,418989
263,9月20日,512205,123545,388660
264,9月21日,499129,121447,377682
265,9月22日,514200,121605,392595
266,9月23日,497052,120624,376428
267,9月24日,505202,125754,379448
268,9月25日,500589,124484,376105
269,9月26日,501903,120287,381616
270,9月27日,509154,122141,387013
271,9月28日,554446,119924,434522
272,9月29日,598555,121759,476796
273,9月30日,633151,120566,512585
274,10月1日,601377,120439,480938
275,10月2日,595878,116313,479565
276,10月3日,591252,118435,472817
277,10月4日,540027,117386,422641
278,10月5日,494997,118381,376616
279,10月6日,485897,112867,373030
280,10月7日,475309,107407,367902
281,10月8日,456078,106462,349616
282,10月9日,461029,108805,352224
283,10月10日,473702,110503,363199
284,10月11日,480886,110409,370477
285,10月12日,486471,111392,375079
286,10月13日,479770,110017,369753
287,10月14日,476963,111511,365452
288,10月15日,470911,113777,357134
289,10月16日,445580,110795,334785
290,10月17日,481907,109414,372493
291,10月18日,484522,114105,370417
292,10月19日,512886,118211,394675
293,10月20日,526898,109685,417213
294,10月21日,513020,112036,400984
295,10月22日,527689,114839,412850
296,10月23日,552702,125835,426867
297,10月24日,612690,133098,479592
298,10月25日,638132,132052,506080
299,10月26日,645731,129064,516667
300,10月27日,641979,117805,524174
301,10月28日,646093,111463,534630
302,10月29日,640604,113713,526891
303,10月30日,642964,110671,532293
304,10月31日,663057,111924,551133
305,11月1日,674047,114956,559091
306,11月2日,662556,117781,544775
307,11月3日,665295,112935,552360
308,11月4日,675160,115069,560091
309,11月5日,676710,119723,556987
310,11月6日,665229,113919,551310
311,11月7日,669654,110932,558722
312,11月8日,676363,114902,561461
313,11月9日,677712,114785,562927
314,11月10日,693944,113940,580004
315,11月11日,686227,114370,571857
316,11月12日,672041,111521,560520
317,11月13日,676214,109470,566744
318,11月14日,681076,110911,570165
319,11月15日,690514,113295,577219
320,11月16日,694156,113116,581040
321,11月17日,683264,111786,571478
322,11月18日,692345,118609,573736
323,11月19日,685665,118284,567381
324,11月20日,678015,110173,567842
325,11月21日,698077,115054,583023
326,11月22日,692633,114777,577856
327,11月23日,698174,114231,583943
328,11月24日,688912,112032,576880
329,11月25日,725283,115561,609722
330,11月26日,719947,114029,605918
331,11月27日,745488,114144,631344
332,11月28日,785781,112935,672846
333,11月29日,799977,111653,688324
334,11月30日,812716,110067,702649
335,12月1日,800107,109445,690662
336,12月2日,794490,114219,680271
337,12月3日,791375,115515,675860
338,12月4日,770835,110892,659943
339,12月5日,735657,109300,626357
340,12月6日,717257,108598,608659
341,12月7日,746074,109998,636076
342,12月8日,731396,109772,621624
343,12月9日,726425,112153,614272
344,12月10日,722505,116589,605916
345,12月11日,757028,115952,641076
346,12月12日,777392,114891,662501
347,12月13日,791982,114286,677696
348,12月14日,826289,114553,711736
349,12月15日,848300,122207,726093
350,12月16日,844865,119280,725585
351,12月17日,830975,117360,713615
352,12月18日,835597,113046,722551
353,12月19日,835021,114703,720318
354,12月20日,841202,111072,730130
355,12月21日,834488,110594,723894
356,12月22日,787584,110324,677260
357,12月23日,797933,113877,684056
358,12月24日,779179,116121,663058
359,12月25日,777649,115254,662395
360,12月26日,783840,115197,668643
361,12月27日,790988,115246,675742
362,12月28日,773087,113259,659828
363,12月29日,775297,113285,662012
364,12月30日,705505,114147,591358
365,12月31日,756009,113500,642509
